rent_price,additional_fees,location,area,room_num,floor,building_type,extra_space,flat_condition,advertiser_type,students_allowed,furnishings,elevator,parking_space,year_of_construction,additional_information,latitude,longitude,adv_description,link
3 500 zł,720 zł/miesiąc,"ul. Borsucza 59, Raków, Włochy, Warszawa, mazowieckie",40 m²,2,parter/8,blok,ogródek,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",tak,garaż/miejsce parkingowe,2021,,52.194697,20.956024,"Zapraszam do wynajęcia mieszkania o powierzchni 40m², położonego na granicy dzielnic Włochy i Ochota w Warszawie. Lokalizacja w nowoczesnym apartamentowcu ""Apartamenty Raków"" przy ul. Borsuczej 59. Wybudowany w 2021 r. na zamkniętym osiedlu, monitorowanym i chronionym.
Mieszkanie do wynajęcia od 4.03.2024r. Będzie je można obejrzeć od 3.03. Zapraszam do kontaktu w celu umówienia terminu.
Minimalny okres wynajmu: 6 miesięcy.
Mieszkanie znajduje się na parterze, przynależy do niego ogródek o powierzchni 70m2. Mieszkanie jest w pełni umeblowane i wyposażone. Posiada dodatkowo ogrzewanie podłogowe w całym mieszkaniu (jako dodatkowe; w mieszkaniu również są kaloryfery), rozkladany stol, zmywarkę, lodówkę z zamrażarką, a także suszarkę elektryczną do ubrań. Posiada też miejsce w garażu podziemnym (dodatkowo płatne 250 PLN).
Na terenie osiedla znajdują się: Piekarnia Lubaszka, sklepy spożywcze (Żabka i Carrefour, warzywniak i sklep mięsny ), restauracja sushi i Resto Raków, fryzjer, weterynarz, lodziarnia, żłobek prywatny.
W pobliżu znajdują się:
-Klub fitness Zdrofit - 12 minut pieszo
-Lidl 800 m, Biedronka 900 m, Targowisko Bakalarska 500 m
-Blue City 3 km
-Centrum Handlowe Łopuszańska 22 (1 km)
-Lux Med 1,5 km
-Park Szczęśliwicki 1,7 km
-Lotnisko Okęcie 2,5 km
Komunikacja:
W okolicy znajduje się wiele przystanków autobusowych i tramwajowych. Do centrum miasta jest około 6 km. Stacja Kolejki Warszawa - Rakowiec jest oddalona o 1 km.
Cena najmu wynosi 3500 PLN, do czego należy doliczyć czynsz administracyjny w wysokości 720 PLN oraz opłaty za internet, TV, prąd i nadwyżki wody ciepłej i zimnej. Kaucja wynosi miesięczny czynsz (3500 PLN). W cenę najmu wliczone jest comiesięczne sprzątanie.
Zapraszam do kontaktu w celu umówienia oglądania mieszkania i omówienia wszystkich szczegółów. Oferta bezpośrednia, agencjom dziękujemy.",https://www.otodom.pl/pl/oferta/dwa-pokoje-ogrodek-garaz-wlochy-ochota-ID4plmt
2 500 zł,800 zł/miesiąc,"ul.Warszawska 27, Niedźwiadek, Ursus, Warszawa, mazowieckie",48 m²,2,8/10,blok,balkon,do zamieszkania,prywatny,tak,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",tak,,,"piwnica, oddzielna kuchnia",52.197027,20.8699,"Do wynajęcia dwupokojowe mieszkanie o powierzchni 48m2.
Cena wynajmu wynosi 2500 zł/miesiąc + czynsz 800zł + prąd + gaz 
W cenę czynszu wliczone są: ogrzewanie, śmieci, zaliczka za wodę (rozliczenie według zużycia)
Kaucja 2000zł.
Mieszkanie składa się z:
salon 24m2 z balkonem
sypialnia 10m2
kuchnia widna 6m2
łazienka 4m2
korytarz 4m2
Mieszkanie umeblowane posiada duże szafy wnękowe (sypialnia + korytarz) i komórkę lokatorską.
W pobliżu szkoła, przedszkole, basen, przychodnia oraz liczne sklepy. Blisko stacja PKP Ursus Niedźwiadek.
Wynajem w formie najmu okazjonalnego umowa podpisana u notariusza.
Agencjom oraz cudzoziemcom dziękujemy.",https://www.otodom.pl/pl/oferta/wynajme-2-pokojowe-mieszkanie-48m-warszawa-ursus-ID4pllX
3 500 zł,700 zł/miesiąc,"ul. Przedpole 7, Raków, Włochy, Warszawa, mazowieckie","47,5 m²",3,1,blok,balkon,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",tak,garaż/miejsce parkingowe,2021,tylko dla niepalących,52.191913,20.941009,"Oferuję do wynajęcia nowe, ładne, 3 pokojowe mieszkanie o powierzchni 47,5m zlokalizowane przy ul. Przedpole 7, wraz z miejscem na parkingu podziemnym. Dostępne od zaraz.
Osiedle jest dobrze skomunikowane: obok stacja WKD Raków, przystanek autobusowy '189', '401', z którego pojedziemy do Mordoru, wjazd na S7, nieco dalej tramwaj '7', '9' , '15' przy Hynka. Szybko dostaniemy się również na Okęcie.
Osiedle posiada własny kort tenisowy, plac zabaw, w okolicy CH Łopuszańska, Blue City, CH Skorosze, siłownia, fitness, Żabka, Shell, Piekarnia, Pizza, Burgery, targowisko Bakalarska, itd.
Osiedle jest chronione, zamknięte, monitorowane 24h, + domofon. Budynek leży po cichej stronie osiedla z dala od hałasu Łopuszańskiej. 
Opis:
Piętro 1 - z windą
Parking podziemny na poziomie -1(nie platforma)
2 oddzielne pokoje(1 pozostawiam do aranżacji)
Kuchnia z salonem w pełni wyposażona w zabudowie: zmywarka, indukcja, lodówka, piekarnik, okap oraz kanapa i komoda pod TV.
Łazienka: prysznic walk-in, lustro led, pralka
Przestronny hol 8m z wysoką szafą, lustrem, ławką i szafką na buty
Balkon 5,5m
Koszty:Najem: 3500złCzynsz administracyjny: ok 700złPrąd: wg. zużyciaKaucja 4000zł
Mieszkanie jest umeblowane, gotowe do zamieszkania. Preferowane osoby pracujące, bez zwierzaków, niepalące. Najem okazjonalny.
Oglądanie możliwe po wcześniejszym umówieniu się. Zapraszam do kontaktu 668 153 555.
Mieszkanie jest po prostu urocze;)
Pośrednikom dziękuję.",https://www.otodom.pl/pl/oferta/nowe-ladne-mieszkanie-3-pokojowe-warszawa-rakow-ID4pvgo
2 800 zł,700 zł/miesiąc,"ul. Jana Kazimierza 43A, Odolany, Wola, Warszawa, mazowieckie",30 m²,1,2/6,apartamentowiec,balkon,do zamieszkania,prywatny,tak,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",tak,garaż/miejsce parkingowe,2020,klimatyzacja,52.223591,20.939267,"Zapraszam Państwa do zapoznania się z ofertą najmu ciekawie urządzonej, słonecznej kawalerki, do której przynależy również miejsce parkingowe w garażu podziemnym.
  Blok z 2020 roku znajduje się przy ul. Jana Kazimierza 43A na Warszawskiej Woli.
Mieszkanie o łącznej powierzchni 30m2 składa się z:
  Pokoju (16,70m2)
Kuchni (3,80m2)
Łazienki (4,42m2)
Holu (3,90m2)
Z pokoju jest wyjście na duży balkon o powierzchni 6m2.
  Mieszkanie jest dobrze nasłonecznione, dzięki oknom do podłogi. Ekspozycja pokoju w kierunku południowo-wschodnim.
Wysoki standard wykończenia: klimatyzacja, drewniane okna, ładne panele na podłodze, pojemne szafy i szafki w holu.
  Mieszkanie znajduje się na 2 piętrze, budynek z windą, przystosowany również dla osób niepełnosprawnych.
Lokalizacja bardzo dobrze skomunikowana, dzięki licznym liniom tramwajowym oraz autobusowym.
Zaledwie w 10 min można dostać się do przystanku Metro Płocka lub w 20 min do centrum.
  Koszt najmu obejmuje czynsz najmu 2800 zł. Dodatkowo płatny jest czynsz administracyjny z zaliczkami na media - 700 zł, prąd (wedle zużycia) oraz miejsce parkingowe w garażu podziemnym - 200 zł.
Obowiązuje kaucja w wysokości 3700 zł.
Najem okazjonalny na min. 12 miesięcy.
  Oferta mieszkania idealna dla singla lub pary.
  W pobliżu 3 duże parki miejskie, przedszkola oraz szkoły. Bardzo dobrze rozwinięta infrastruktura – piekarnie, cukiernie, Biedronki, Żabki, liczne restauracje i kawiarnie, przychodnia zdrowia, salony piękności, centrum handlowe Fort Wola.
  Serdecznie polecam i zapraszam do kontaktu!",https://www.otodom.pl/pl/oferta/bezposrednio-kawalerka-30m2-m-parkingowe-ID4pvfH
3 100 zł,500 zł/miesiąc,"ul. gen. Tadeusza Pełczyńskiego 3, Górce, Bemowo, Warszawa, mazowieckie",36 m²,2,parter/8,apartamentowiec,"ogródek, taras",do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",tak,garaż/miejsce parkingowe,2020,,52.241622,20.909729,"Do wynajęcia bezpośrednio od właściciela usytuowane przy samym metrze Bemowo Ratusz do zamieszkania od zaraz STUDIO 2 pokojowe z oddzielną sypialnią 36m2 z 40m2 ogródkiem w pełni umeblowane z nowym sprzętem AGD wykonane w wysokim standardzie na Bemowie, przy ul. Pełczyńskiego 3. Dojazd do Ronda Daszyńskiego metrem zajmuje dokładnie 9 min
Doskonała lokalizacja metro Bemowo Ratusz, mnóstwo sklepów, cukierni, lodziarni, PUTKA, restauracji itd. w odległości 50 m od bloku. Bardzo dobra sieć komunikacyjna: Metro przystanki autobusowe i tramwajowe znajdują się ok. 150 m od bloku. Autobusy: 154, 171, 190, 523, N43. Tramwaje, 11, 26, 28. Lidl 150 m od bloku, centrum handlowe Wola Park 10 minut spacerem 1 minuta metrem. W pobliżu ul. Powstańców Śląskich, Górczewska oraz trasa S8, dzięki czemu szybko i sprawnie można dostać się na obwodnice Warszawy.

Cena za wynajem 3100PLN + czynsz 500 PLN + prąd rozliczany miesięcznie ze wskazań licznika ok. 80-100 PLN ( woda i ogrzewanie w cenie czynszu ). Po przekroczeniu opłaty czynszowej dodatkowa opłata. 
Istnieje możliwość wynajęcia miejsca postojowego w garażu podziemnym - cena do uzgodnienia.
Mieszkanie dostępne od 1 marca 2024 roku.
Wyłącznie długoterminowy najem c.n. 12 miesięcy 
Kaucja 5000 PLN
Internet w cene najmu ",https://www.otodom.pl/pl/oferta/piekne-mieszkanie-36m2-metro-bemowo-ratusz-ID4beB1
3 400 zł,600 zł/miesiąc,"ul. Obrzeżna, Osiedle Hubertus, Służew, Mokotów, Warszawa, mazowieckie",50 m²,2,1/6,blok,balkon,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",tak,garaż/miejsce parkingowe,2008,tylko dla niepalących,52.173313,20.9998,"Wynajmę bezpośrednio mieszkanie 2-pokojowe zlokalizowane na strzeżonym osiedlu Hubertus, na warszawskim Mokotowie w rejonie Służewca Biurowego przy ul. Obrzeżnej.
  Osiedle Hubertus jest świetnie skomunikowane z pozostałymi dzielnicami oraz centrum miasta, a jednocześnie na tyle oddalone od najbardziej ruchliwych arterii, że mieszkańcy osiedla mogą cieszyć się ciszą i spokojem.
  Mieszkanie położone jest na pierwszym piętrze i składa się z salonu połączonego z aneksem kuchennym, sypialni, łazienki oraz przedpokoju z pojemną szafą wnękową. Dodatkowym atutem jest fakt, że na piętrze znajdują się wyłącznie dwa mieszkania. Mieszkanie jest w pełni wyposażone (kuchenka, zmywarka, mikrofalówka, pralka, odkurzacz, talerze, sztućce, deska do prasowania).
  Dodatkowe opłaty:
  - do mieszkania przynależy miejsce w parkingowe w garażu podziemnym płatne dodatkowo 300 zł/m (możliwość negocjacji ceny lub wynajmu bez garażu).
- prąd wg zużycia,
- telewizja, Internet we własnym zakresie wynajmującego.
Mieszkanie będzie dostępne od 1 kwietnia.
Zapraszam do kontaktu.
  NIE JESTEM ZAINTERESOWANY WSPÓŁPRACĄ Z AGENCJĄ NIERUCHOMOŚCI",https://www.otodom.pl/pl/oferta/mieszkanie-2-pok-osiedle-hubertus-bezposrednio-ID3NrSU
2 999 zł,440 zł/miesiąc,"ul. Bukowińska 22, Ksawerów, Mokotów, Warszawa, mazowieckie",37 m²,1,7,apartamentowiec,balkon,do zamieszkania,prywatny,tak,"lodówka, meble, piekarnik, kuchenka, pralka",tak,,2008,oddzielna kuchnia,52.182325,21.025885,"Klimatyczne, jednopokojowe mieszkanie z oddzielną kuchnią w apartamentowcu z całodobową ochroną.
Lokalizacja:
Mieszkanie znajduję się na 7 piętrze. Dla osób spędzających aktywnie czas w budynku znajduje się Fitness Club. W bliskiej odległości liczne restauracje, piekarnie i sklepy. Blok o podwyższonym standardzie, w dobrej lokalizacji (Metro Wilanowska, Dworzec Południowy, tramwaj). 
Rozkład mieszkania:
- salon z jadalnią
- łazienka z natryskiem
- balkon
- kuchnia
- przedpokój z szafą
Wyposażenie:
- lodówka z zamrażalnikiem
- kuchenka mikrofalowa
- płyta grzewcza
- piekarnik
- pralka
Warunki najmu:
- 2999 zł/mc + czynsz administracyjny 440 zł + energia elektryczna według zużycia 
- dostępne od zaraz
- kontakt bezpośrednio (bez prowizji dla pośrednika)
- kaucja - 1 miesiąc pobierana przy podpisaniu umowy.

Zapraszam do kontaktu i obejrzenia mieszkania w dogodnym dla Państwa terminie.",https://www.otodom.pl/pl/oferta/mieszkanie-37m2-przy-metrze-wilanowska-ID4pll8
5 200 zł,,"ul. Kolska, Powązki, Wola, Warszawa, mazowieckie",51 m²,2,parter/4,,balkon,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",nie,,,,52.250795,20.977185,"Do wynajęcia mieszkanie, urządzone w wysokim standardzie. Nowoczesne, jasne i przestronne mieszkanie o pow. 51 m² przy ul. Kolskiej w okolicy Galerii Handlowej ARKADIA i KLIF. Mieszkanie ze świetną lokalizacją z prostym i szybkim dojazdem do centrum miasta. Mieszkanie składa się z: - salonu z otwartą kuchnią z wyjściem na balkon; - sypialni z zabudowaną szafą; - łazienki z prysznicem; Dodatkowe informacje: - kuchnia w pełni wyposażona; - w salonie telewizor; - w łazience pralka; - strzeżony budynek z ochroną; - miejsce bardzo dobrze skomunikowane: rondo Radosława z licznymi tramwajami oraz niedaleka odległość od stacji metra Dworzec Gdański; - blisko Centrum Handlowe KLIF, ARKADIA; - kaucja w wysokości 7000,00 zł; - prąd według zużycia płatny dodatkowo; - miesięczne zaliczki 200 zł; - czynsz dodatkowo płatny w czynszu zawarte jest ogrzewanie i ciepła woda - wg normatywnego zużycia. Dopłata lub zwrot różnicy wg półrocznych rozliczeń z administracją. Na terenie osiedla Kolska od Nowa działa całodobowa ochrona oraz monitoring, co zapewnia bezpieczeństwo mieszkańcom. Zapraszam serdecznie na prezentację!!!",https://www.otodom.pl/pl/oferta/mieszkanie-na-wynajem-ID4ph8H
3 350 zł,750 zł/miesiąc,"ul. Ludwika Rydygiera, Sady Żoliborskie, Żoliborz, Warszawa, mazowieckie",45 m²,2,3/6,apartamentowiec,balkon,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",tak,,,"piwnica, tylko dla niepalących",52.258994,20.972874,"Wynajmę bezpośrednio mieszkanie o powierzchni 45 m2 zlokalizowane na 3 piętrze przy ul. Rydygiera 19.
Jasne, komfortowe i ciche. Mieszkanie składa się z:
- salonu z wyjściem na loggię,
- aneksu kuchennego,
- łazienki z wc i prysznicem,
- sypialni z dużą szafą,
- komórki w garażu podziemnym o pow. 3 m2.
Dedykowane dla singla lub pary, dla osób niepalących i bez zwierząt.
Dostępne od 9 marca.

Czynsz 4,100 zł (w tym czynsz administracyjny 750 zł i zaliczka na media 150 zł).
Cena nie podlega negocjacji.

Czynsz płatny z góry pierwszego dnia każdego miesiąca.
Kaucja 7,000 zł.
Umowa na min. 1 rok.

Możliwość obejrzenia mieszkania w sobotę 9 marca, proszę o telefon aby się umówić na dokładną godzinę.

Pośrednikom dziękuję.",https://www.otodom.pl/pl/oferta/mieszkanie-2-pokoje-45m2-ul-rydygiera-19-ID4pve6
4 100 zł,800 zł/miesiąc,"ul. Filipiny Płaskowickiej, Natolin, Ursynów, Warszawa, mazowieckie",69 m²,3,3/4,blok,balkon,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",tak,garaż/miejsce parkingowe,2007,oddzielna kuchnia,52.141472,21.042054,"Przestronne, przytulne i bardzo ciche mieszkanie w doskonałej lokalizacji na Ursynowie, na zamkniętym osiedlu wraz z monitoringiem i ochroną.

3 pokoje (69 m2), osobna garderoba, duża łazienka z wc, duży balkon, winda, miejsce garażowe pod budynkiem w cenie, piętro 3/4,

Mieszkanie: 
wyposażone w sprzęt AGD: lodówka, kuchnia elektryczna, zmywarka, piekarnik, pralka, czajnik elektryczny, podstawowe naczynia, sztućce, talerze; 

umeblowane m.in w: rozkładany stół i 4 krzesła, wygodną sofę w salonie, rozkładaną 2 osobową sofę w mniejszym pokoju oraz biurko z krzesłem do pracy. W sypialni większej - dwuosobowe łóżko, szafa na ubrania, komoda, biurko wraz z krzesłem;
Osobna garderoba, przestronna szafa w korytarzu. Duża łazienka - wyposażenie: prysznic wraz ze szklanym parawanem nawannowym, pralka, kosz na bieliznę. W kuchni stolik śniadaniowy.

wyposażone dodatkowo w: odkurzacz, mop, szczotkę ze zmiotką;

Położenie: 15 minut spacerem do metra Imielin. Bardzo blisko przystanki autobusowe, sklepy spożywcze (w tym jeden spożywczy osiedlowy), plac zabaw na terenie osiedla, kościół, placówki edukacyjne, Hipermarket Auchan, OBI, Multikino, Las Kabacki;

Okres wynajmu: bezterminowo, co najmniej na rok, dostępne od zaraz;

Dodatkowe warunki najmu: Akceptuje zwierzęta. Palenie papierosów możliwe tylko na balkonie.

Opłaty: czynsz miesięczny 4100 zł + opłaty licznikowe i eksploatacyjne 800 zł. Koszty prądu zależne od zużycia najemcy - umowa przepisywana na najemcę. Rozliczenie opłat za wodę i ogrzewanie, na podstawie rozliczenia administracyjnego co 6 miesięcy.

Miejsce parkingowe w garażu podziemnym wliczone w cenę wynajmu.

Kaucja w postaci jednomiesięcznego czynszu najmu płatna przed wręczeniem kluczy, do rozliczenia po okresie wynajmu.

Wynajmuję bez pośredników.",https://www.otodom.pl/pl/oferta/ursynow-69m2-3-pokoje-garaz-bezpos-od-zaraz-ID4pljr
4 400 zł,600 zł/miesiąc,"ul. Józefa Bellottiego, Nowolipki, Wola, Warszawa, mazowieckie",53 m²,2,4/7,blok,balkon,do zamieszkania,prywatny,,"lodówka, meble, piekarnik, kuchenka, pralka",tak,garaż/miejsce parkingowe,1991,"klimatyzacja, tylko dla niepalących, oddzielna kuchnia",52.241528,20.982471,"Bezpośrednio wynajmę całkowicie umeblowane 2-pokojowe mieszkanie z osobną kuchnią, strona wschodnia, po remoncie. Do zamieszkania od zaraz.
Na podłodze w salonie i sypialni dębowa lita deska olejowana. W salonie rozkładana kanapa, z salonu wyjście na 6-cio metrową loggię zabudowaną szkłem. W przedpokoju pojemna zabudowa na wymiar. W sypialni łóżko 160cm x 200cm oraz jedna ściana w zabudowie szafami. Łazienka w pełni wyposażona z prysznicem i pralką. W kuchni płyta indukcyjna, okap, piekarnik i lodówka z zamrażarką, granitowy blat. Klimatyzacja.
Mieszkanie położone na częściowo zamkniętym osiedlu z miejscami parkingowymi dla mieszkańców. Dodatkowo w cenie wynajmu miejsce postojowe w hali garażowej w budynku obok. 
W najbliższej okolicy basen, parki, zewnętrzna siłownia, klub fitness dla kobiet, siłownia, sklepy, restauracje. Na parterze budynku przychodnia, kosmetyka, optyk, Żabka i inne usługi.
Doskonale skomunikowane, 2 przystanki do stacji metra Ratusz-Arsenał oraz 3 przystanki do metra Rondo Daszyńskiego. Pętla autobusowa 107 i 111 oraz przystanek 180 w odległości 6min. pieszo.
Wynajem na dłuższy okres. Cena to 4400 zł z miejscem garażowym plus opłaty do Spółdzielni oraz rozliczenia za media wg zużycia. Mieszkanie bez gazu.
Kontakt telefoniczny po godz. 16.",https://www.otodom.pl/pl/oferta/2-pokoje-53m2-garaz-blisko-ronda-daszynskiego-ID4pljo
